0,142.8368423410369,143.0864175669833,142.6160636931885,143.0672149658203,13138200,69.36866676842666,140.0468049504221,137.1663429542905,130.8805244445801,-0.3167769480278935,0,142.8944091796875,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077
1,143.2111861277154,143.2303887253417,142.6832245476689,142.8944091796875,17218200,67.71206960537536,140.2095251920944,137.2936333148549,131.0000655862229,0.3071683417051077,1,142.366455078125,1523,241,1524,1525,335,1465,1526,386,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077
2,142.0592867364199,142.38565767676,141.3681396584697,142.366455078125,27680300,62.80262385104418,140.332778328439,137.406362687372,131.1131639891275,-0.1919820356434059,0,142.7504272460938,7,1527,204,154,133,245,985,972,197,81,7,391,351,204,133,245,16,282,283,284,285,1464,813,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077
3,142.9424092817372,143.0671895488958,142.5776331609113,142.7504272460938,30173300,64.79181629255493,140.4709296951621,137.5251196775658,131.2289576533759,-1.228702792744002,0,141.8193206787109,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077
4,143.0480234714549,143.0576174481524,141.6177299897219,141.8193206787109,29297100,56.88782120052951,140.5479806085078,137.6205463664801,131.3343343998966,-0.03839056063608837,0,142.059326171875,1528,299,126,598,1529,101,102,103,60,135,1530,1531,1480,1532,1206,101,1533,675,481,9076,864,1534,56,45,870,146,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077
5,142.0977167325111,142.3569006205143,141.5313644175334,142.059326171875,20289500,58.29296521219849,140.6343432121288,137.7191859177111,131.4410507359362,-0.2591838101041901,0,141.5217132568359,101,102,103,1538,1539,1540,1541,9076,282,283,284,285,1464,1194,863,299,13,1403,146,147,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077
6,141.7808970669401,142.2416568925658,140.4658047128066,141.5217132568359,36179100,54.06393983679349,140.6850500718263,137.8036865252472,131.5413558356467,-0.3647615074024202,0,141.0705718994141,101,102,103,574,392,146,521,1542,1543,1040,1544,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077
7,141.4353334068165,141.7905155853895,141.0321667003453,141.0705718994141,28230200,50.75342405273672,140.7070798905456,137.8762839780065,131.636173905933,1.737476549138023,1,145.1790618896484,1042,13,146,1545,1546,1547,154,455,1253,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077
8,143.4415853405104,145.4478397171552,143.2208066923355,145.1790618896484,60165100,69.1722678093782,140.9626217190657,138.0385679315985,131.7709290102486,0.4319631812936962,1,145.5053863525391,133,451,1548,301,1549,1550,480,1361,1551,1552,133,451,1160,134,103,7,1553,133,451,1160,103,282,283,284,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077
9,145.0734231712454,146.0909409996713,144.9390343004587,145.5053863525391,31733400,70.12320313344004,141.2222082695499,138.2044972298416,131.907590277336,0.07678110177999997,1,146.0525665283203,431,1116,146,351,866,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077
